document,req_text
AUTOSAR_RS_Main.pdf,"Highly available systems are required for automated driving applications. ⌋ [RS_Main_00080] Formal Description Language Upstream requirements: RS_PO_00004, RS_PO_00007 ⌈ Description: AUTOSAR shall provide a formal description language."
AUTOSAR_RS_Main.pdf,The AUTOSAR formal description language shall allow users to describe AUTOSAR software.
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00190] Non-AUTOSAR Software Integration Upstream requirements: RS_PO_00003, RS_PO_00004 ⌈ Description: AUTOSAR shall support AUTOSAR users to integrate non AUTOSAR-compliant software into AUTOSAR software."
AUTOSAR_RS_Main.pdf,"Rationale: Users want to reuse proprietary software or software based on former AUTOSAR versions. ⌋ [RS_Main_00200] Resource Efficiency Upstream requirements: RS_PO_00002 ⌈ Description: AUTOSAR shall al- low AUTOSAR users to implement AUTOSAR software efficiently with respect to • RAM • ROM, Flash • Computing power • Bus bandwith."
AUTOSAR_RS_Main.pdf,"Rationale: Limited resources like flash, RAM, computing power characterize automotive computers. ⌋ [RS_Main_00507] Development Collaboration Support Upstream requirements: RS_PO_00001, RS_PO_00009 ⌈ Description: AUTOSAR shall provide development collaboration support."
AUTOSAR_RS_Main.pdf,"The AUTOSAR development collaboration support shall include processes, exchange formats and methodology."
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00514] System Security Support Upstream requirements: RS_PO_00005 ⌈ Description: AUTOSAR shall provide system security support.
AUTOSAR_RS_Main.pdf,The AUTOSAR system security support shall provide security mechanisms.
AUTOSAR_RS_Main.pdf,The AUTOSAR system security support shall provide security properties.
AUTOSAR_RS_Main.pdf,"The AUTOSAR security properties shall at least include • authenticity, • confidentiality, • integrity, • non-repudiation. ⌋ [RS_Main_00180] Intellectual Property Protection Upstream requirements: RS_PO_00007 ⌈ Description: AUTOSAR shall provide intellectual property protection."
AUTOSAR_RS_Main.pdf,The AUTOSAR intellectual property protection shall secure the intellectual property of development artifacts exchanged between parties.
AUTOSAR_RS_Main.pdf,"AppliesTo: FO ⌋ [RS_Main_00270] Backward Compatibility Upstream requirements: RS_PO_00001, RS_PO_00002 ⌈ Description: AUTOSAR shall provide Backward Compatibility means."
AUTOSAR_RS_Main.pdf,The AUTOSAR Backward Compatibility means shall enable users to assess how to migrate from AUTOSAR release n to AUTOSAR release n+1. ▽ 20 of 46 Document ID 54: AUTOSAR_FO_RS_Main
AUTOSAR_RS_Main.pdf,"AppliesTo: FO ⌋ [RS_Main_00350] Documented Software Architecture Upstream requirements: RS_PO_00005, RS_PO_00009 ⌈ Description: AUTOSAR shall provide a documented software architecture."
AUTOSAR_RS_Main.pdf,The AUTOSAR documented software architecture shall enable users to perform a safety analysis according to ISO26262.
AUTOSAR_RS_Main.pdf,Supporting Material: ISO26262 ⌋ [RS_Main_00360] Variant Management Support Upstream requirements: RS_PO_00002 ⌈ Description: AUTOSAR shall provide variant management support.
AUTOSAR_RS_Main.pdf,The AUTOSAR variant management support shall enable users to ensure the compatibility of application software across vehicle variants and vehicle software releases.
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 5 Platform Level Candidates [RS_Main_00460] AUTOSAR shall standardize methods to organize mode man- agement on Application, ECU and System level Upstream requirements: RS_Main_00001 ⌈ Description: AUTOSAR shall provide a method to configure mode management mechanisms for Application Software to control or react on modes of the ECU or vehicle."
AUTOSAR_RS_Main.pdf,These specified test cases and its related methodology shall be developed to test implementations of AUTOSAR basic software.
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00250] AUTOSAR methodology shall provide a predefinition of typical roles and activities Upstream requirements: RS_PO_00007 ⌈ Description: The definition and description of roles and activities in the design methodology should support a work-share model.
AUTOSAR_RS_Main.pdf,Rationale: As AUTOSAR enables work-share on different positions and activities it shall provide a common understanding of roles and activities.
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: Share activities like AUTOSAR configuration and Application Software partitioning between software integrator and software architect. ⌋ [RS_Main_00300] AUTOSAR shall provide data exchange formats to support work-share in large inter and intra company development groups Upstream requirements: RS_PO_00007 ⌈ Description: AUTOSAR shall support the work-share in large development projects via well-defined exchange formats.
AUTOSAR_RS_Main.pdf,"AppliesTo: FO Use Case: Data sharing between OEM and 1st Tier supplier. ⌋ [RS_Main_00320] AUTOSAR shall provide formats to specify system develop- ment Upstream requirements: RS_PO_00004, RS_PO_00007 ⌈ Description: In AUTOSAR it shall be possible to describe all requirements of Application Software to their platform environment."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 △ AppliesTo: FO Use Case: OEM designs an Application Software and a Supplier will integrate these AUTOSAR Software Applications on an ECU. ⌋ [RS_Main_00340] AUTOSAR shall support the continuous timing requirement analysis Upstream requirements: RS_PO_00005 ⌈ Description: AUTOSAR shall support observation, assessment and methodology of timing requirements throughout the development cycle."
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: Real time control of today’s gasoline injection system. ⌋ [RS_Main_00500] AUTOSAR shall provide naming conventions Upstream requirements: RS_PO_00007 ⌈ Description: AUTOSAR shall define naming conventions for internal and external symbols created and used by the standard.
AUTOSAR_RS_Main.pdf,Rationale: Naming conventions shall be defined in specification documents to achieve a standardized and consistent documentation.
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00002] AUTOSAR shall provide a software platform for high perfor- mance computing platforms Upstream requirements: RS_Main_00001 ⌈ Description: AUTOSAR shall provide a software platform called AUTOSAR Adaptive Platform, which targets the domain of automotive applications with high demands regarding computing power and memory."
AUTOSAR_RS_Main.pdf,"AppliesTo: FO Use Case: Development of applications for automated driving and advanced driving assistance systems ⌋ [RS_Main_00400] AUTOSAR shall provide a layered software architecture Upstream requirements: RS_Main_00060 ⌈ Description: AUTOSAR shall provide a software architecture, which distinguishes between Application Software, a Runtime Environment and Basic Software."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00501] AUTOSAR shall support redundancy concepts Upstream requirements: RS_Main_00010, RS_Main_00011 ⌈ Description: In engineering, redundancy is the duplication of critical components or functionalities of a system with the intention of increasing reliability of the system."
AUTOSAR_RS_Main.pdf,AUTOSAR shall support the freedom from interference according to ISO26262.
AUTOSAR_RS_Main.pdf,Supporting Material: http://en.wikipedia.org/wiki/Redundancy_(engineering) http://en.wikipedia.org/wiki/Active_redundancy ⌋ [RS_Main_00511] AUTOSAR shall support virtualization Upstream requirements: RS_Main_00130 ⌈ Description: AUTOSAR shall support virtualization in a way that it can be hosted and executed as a guest operating system in a virtualized environment.
AUTOSAR_RS_Main.pdf,Rationale: It shall be possible to run AUTOSAR on top of existing hypervisor solutions.
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: Development of ECUs which contain infotainment as well as control functionality ⌋ [RS_Main_00420] AUTOSAR shall use established software standards and con- solidate de-facto standards for basic software functionality Upstream requirements: RS_Main_00060 ⌈ Description: The different solutions for basic software functionalities shall be consolidated to a single standard.
AUTOSAR_RS_Main.pdf,Whenever possible AUTOSAR shall make use of existing standards provided that they meet the given requirements. ▽ 27 of 46 Document ID 54: AUTOSAR_FO_RS_Main
AUTOSAR_RS_Main.pdf,"To achieve a common standard, which is accepted and used by all of the participating partners these solutions shall be consolidated by AUTOSAR."
AUTOSAR_RS_Main.pdf,"If an agreed common solution supported by OEMs and Tier 1 already exists, this solution shall be adopted by AUTOSAR in order to ease reuse of existing software."
AUTOSAR_RS_Main.pdf,POSIX ⌋ [RS_Main_00440] AUTOSAR shall standardize access to non-volatile memory Upstream requirements: RS_Main_00130 ⌈ Description: AUTOSAR shall standardize access to non-volatile memory for code and data memory.
AUTOSAR_RS_Main.pdf,"Rationale: Since the current AUTOSAR memory stack only targets non-volatile data memory access, adding the statement clarifies that the memory stack shall also be capable of accessing code memory."
AUTOSAR_RS_Main.pdf,"AppliesTo: AP, CP Use Case: NV data storage, software update (OTA, flash bootloader) ⌋ [RS_Main_00445] AUTOSAR shall standardize access to crypto-specific HW and SW Upstream requirements: RS_Main_00510 ⌈ Description: The AUTOSAR platforms shall support access to crypto and security related Hardware and define Software to access those."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00170] AUTOSAR shall provide secure access to ECU data and ser- vices Upstream requirements: RS_Main_00510, RS_Main_00010, RS_Main_00030, RS_Main_00514 ⌈ Description: AUTOSAR shall provide secured access to ECU data and services by secure authentication of external ECU users."
AUTOSAR_RS_Main.pdf,"Use Case: Secure V2X connection ⌋ [RS_Main_00650] AUTOSAR shall support up - and download of data and soft- ware Upstream requirements: RS_Main_00653, RS_Main_00280 ⌈ Description: AUTOSAR shall support standardized up- and download of data and software."
AUTOSAR_RS_Main.pdf,For all kind of data exchange between off- and onboard artifacts mechanisms and methods shall be defined.
AUTOSAR_RS_Main.pdf,These mechanisms and methods shall support common protocols used for data-transfer.
AUTOSAR_RS_Main.pdf,Partial updates of the software shall be supported.
AUTOSAR_RS_Main.pdf,"AppliesTo: AP Use Case: Download of dedicated Software Components in ECU. ⌋ [RS_Main_00261] AUTOSAR shall provide means for calibration Upstream requirements: RS_Main_00260, RS_Main_00360 ⌈ Description: AUTOSAR shall provide a unified way for off- and onboard data calibration."
AUTOSAR_RS_Main.pdf,The calibration data shall be accessable by Applications.
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00026] AUTOSAR shall support high speed and high bandwidth com- munication between executed SW Upstream requirements: RS_Main_00280, RS_Main_00012 ⌈ Description: The middleware shall support high speed and high bandwidth communication between executed SW."
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: High-bandwidth data like image or sensor data is exchanged between components within automotive networks. ⌋ [RS_Main_01002] AUTOSAR shall support service-oriented communication Upstream requirements: RS_Main_00060 ⌈ Description: AUTOSAR shall support service-oriented communication between applications independently of the location of the applications.
AUTOSAR_RS_Main.pdf,AppliesTo: AP Dependencies: RS_Main_00150 Use Case: A parking assistant application wants to use camera and radar services. ⌋ [RS_Main_01003] AUTOSAR shall support data-oriented communication Upstream requirements: RS_Main_00060 ⌈ Description: AUTOSAR shall support data-oriented communication between applications.
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_01025] AUTOSAR shall support debugging of software on the target and onboard Status: DRAFT Upstream requirements: RS_Main_00060 ⌈ Description: AUTOSAR shall provide a standardized method and interface to enable debugging the software of AUTOSAR systems with awareness of the AUTOSAR architecture.
AUTOSAR_RS_Main.pdf,If a module provides methods of obtaining internal state information to be used by debuggers then it shall use this standardized method.
AUTOSAR_RS_Main.pdf,Components and modules implementing this requirement shall provide the necessary state information that can be used by internal and external tools.
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: Debugging the software. ⌋ [RS_Main_01026] AUTOSAR shall support tracing and profiling on the target and onboard Status: DRAFT Upstream requirements: RS_Main_00060 ⌈ Description: AUTOSAR shall provide a standardized method and interface to enable tracing and profiling the software of AUTOSAR systems with awareness of the AUTOSAR architecture.
AUTOSAR_RS_Main.pdf,"If a module provides methods of obtaining internal event information to be used by trace analysis tools, then it shall use this standardized method."
AUTOSAR_RS_Main.pdf,Components and modules implementing this requirement shall provide the necessary details and hooks that can be used by tools.
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00503] AUTOSAR shall support change of communication and appli- cation software at runtime.
AUTOSAR_RS_Main.pdf,Upstream requirements: RS_Main_00060 ⌈ Description: Advanced systems require dynamic allocation of AUTOSAR Applications and adaptations of the communication topology after development and production at life-time of the system AUTOSAR shall provide a technical possibility which provides these Software changes at runtime.
AUTOSAR_RS_Main.pdf,AppliesTo: AP Use Case: Update of Application Software or update of configuration over the air ⌋ [RS_Main_01004] AUTOSAR shall support standards for wireless off-board com- munication Upstream requirements: RS_Main_00280 ⌈ Description: AUTOSAR communication shall support standards for wireless off-board communication.
AUTOSAR_RS_Main.pdf,AppliesTo: AP Use Case: Services for automotive applications can be provided in cloud instances or vehicle backend ⌋ [RS_Main_01008] AUTOSAR shall provide secure communication with off-board entities Upstream requirements: RS_Main_00280 ⌈ Description: AUTOSAR communication shall provide secure communication with off-board entities.
AUTOSAR_RS_Main.pdf,"Rationale: Data should be securely transferred between the vehicle and off-board entities to protect data integrity, privacy and prevent misuse."
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: Purchasing applications or unlocking functionality through the headunit HMI should be safe and secure. ⌋ 32 of 46 Document ID 54: AUTOSAR_FO_RS_Main
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_01005] AUTOSAR shall establish communication paths dynamically Upstream requirements: RS_Main_00060 ⌈ Description: AUTOSAR communication shall establish communication paths dynamically.
AUTOSAR_RS_Main.pdf,AppliesTo: AP Use Case: A service is selected based on availability of sensor data. ⌋ [RS_Main_01007] AUTOSAR communication shall assure quality of service on communication Upstream requirements: RS_Main_00001 ⌈ Description: AUTOSAR communication shall assure quality of service on communication Rationale: Some applications are sensitive to delays in signal reception.
AUTOSAR_RS_Main.pdf,AppliesTo: AP Use Case: An algorithm in the ESP needs data from the wheel sensors with low-latency and guaranteed reception. ⌋ [RS_Main_00129] AUTOSAR shall tolerate unexpected communication elements.
AUTOSAR_RS_Main.pdf,"Status: DRAFT Upstream requirements: RS_Main_00270 ⌈ Description: If unanticipated elements of a communication (e.g. new data elements of a serialized data package) are received, AUTOSAR tolerant communication mechanisms shall not invalidate the communication behaviour for anticipated communication elements."
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00131] Communication filtering mechanisms Upstream requirements: RS_Main_00001 ⌈ Description: AUTOSAR shall support communication filtering mechanisms.
AUTOSAR_RS_Main.pdf,The AUTOSAR communication filtering mechanisms shall be configurable by the means of the AUTOSAR formal description language.
AUTOSAR_RS_Main.pdf,AppliesTo: FO Use Case: To mitigate potential attackers from taking control of vehicular functions and protect against denial-of-service attacks ⌋ [RS_Main_00049] AUTOSAR shall provide an Execution Management for running multiple applications Upstream requirements: RS_Main_00060 ⌈ Description: The middleware shall provide an execution framework for adaptive SWCs.
AUTOSAR_RS_Main.pdf,"To support this, the execution management should be able to facilitate lifecycle operations for numerous SWCs."
AUTOSAR_RS_Main.pdf,"AppliesTo: AP Use Case: The execution management starts all required SWCs at system initialization. ⌋ [RS_Main_00050] AUTOSAR shall provide an Execution Framework towards ap- plications to implement concurrent application internal control flows Upstream requirements: RS_Main_00460, RS_Main_00060 ⌈ Description: AUTOSAR shall provide an Execution Framework towards applications to implement concurrent application internal control flows."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00106] AUTOSAR shall provide the possibility to extend the software with new SWCs without recompiling the platform foundation Upstream requirements: RS_Main_00001, RS_Main_00300 ⌈ Description: It shall be possible to extend AUTOSAR with new SWCs without recompiling the platform foundation Rationale: To prevent unnecessary build time, individual SWCs should be able to be compiled independently without the need to recompile all other system software."
AUTOSAR_RS_Main.pdf,"AppliesTo: AP Use Case: A new SWC is introduced to an ECU implementation at a later point in time during the SW project. ⌋ [RS_Main_00100] AUTOSAR shall provide standardized Basic Software Upstream requirements: RS_PO_00001, RS_PO_00007, RS_Main_00130, RS_Main_00060 ⌈ Description: AUTOSAR shall provide a complete functional specification of the Basic Software including interfaces and behavioral description."
AUTOSAR_RS_Main.pdf,AppliesTo: CP Use Case: Application Software shall be useable on multiple implementations of the Basic Software. ⌋ 35 of 46 Document ID 54: AUTOSAR_FO_RS_Main
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00430] AUTOSAR shall support established automotive communica- tion standards Upstream requirements: RS_Main_00280 ⌈ Description: AUTOSAR ECUs shall support common established communication systems.
AUTOSAR_RS_Main.pdf,These shall be supported by AUTOSAR.
AUTOSAR_RS_Main.pdf,AppliesTo: CP Use Case: Implementation of distributed functionality e. g. driving assistance systems ⌋ [RS_Main_00435] AUTOSAR shall support automotive microcontrollers Upstream requirements: RS_Main_00001 ⌈ Description: AUTOSAR shall support hardware features of commonly used automotive microcontrollers.
AUTOSAR_RS_Main.pdf,The AUTOSAR shall support the integrated features of these microcontrollers.
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00450] AUTOSAR shall standardize access to general purpose I/O Upstream requirements: RS_Main_00130 ⌈ Description: The AUTOSAR Basic Software shall support access to general purpose I/O.
AUTOSAR_RS_Main.pdf,"Rationale: Software Components need to access application specific hardware (sensor and actuators) AppliesTo: CP Use Case: Temperature sensor for engine control. ⌋ [RS_Main_00651] AUTOSAR shall support mirroring of CAN, LIN, and FlexRay to CAN, FlexRay, Ethernet, or proprietary networks Status: DRAFT ⌈ Description: AUTOSAR shall support direct forwarding of CAN, LIN, and FlexRay frames from multiple source buses to a destination CAN or FlexRay bus, to Ethernet, or to a proprietary network (CDD)."
AUTOSAR_RS_Main.pdf,The following forwardings shall be supported: • LIN/CAN -> CAN • LIN/CAN/CAN-FD -> CAN-FD • LIN/CAN/CAN-FD/FlexRay -> CAN XL • LIN/CAN/CAN-FD/FlexRay -> FlexRay • LIN/CAN/CAN-FD/FlexRay -> Ethernet • LIN/CAN/CAN-FD/FlexRay -> CDD Rationale: It is not always possible or sometimes just too complicated to connect an analysis tool directly to an internal network.
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00301] AUTOSAR shall specify profiles for data exchange to support work-share in large inter- and intra-company development groups Upstream requirements: RS_Main_00060, RS_Main_00300, RS_Main_00250 ⌈ Description: AUTOSAR shall support the work-share in large development projects via the definition of common data exchange points and profiles which provide guidance with respect to completeness and correctness of data at these data exchange points."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00121] Acceptance tests shall minimize test effort and test costs Upstream requirements: RS_Main_00120 ⌈ Description: In order to avoid redundant test cycles and ease the reuse of test results for users of AUTOSAR standard, acceptance tests shall focus on reduction of test effort and test costs."
AUTOSAR_RS_Main.pdf,Test concept shall address explicitly efficiency.
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00123] Acceptance tests shall test interoperability of BSW implemen- tations in vehicle networks Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall test interoperability of BSW implementations in vehicle networks.
AUTOSAR_RS_Main.pdf,Rationale: BSW is supplied from various sources and suppliers Use Case: heterogenic vehicle networks of ECUs from different suppliers and gateways ⌋ [RS_Main_00124] Acceptance tests shall test interoperability of BSW implemen- tations to applications Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall test interoperability of BSW implementations to applications.
AUTOSAR_RS_Main.pdf,"Use Case: Strategic, abstract and generic application development Support for different development cycles for applications and BSW implementations ⌋ [RS_Main_00125] Acceptance tests shall provide means to measure the BSW implementation maturity Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall provide a reference to measure maturity."
AUTOSAR_RS_Main.pdf,Main Requirements AUTOSAR FO R24-11 [RS_Main_00128] Acceptance tests shall cover a commonly agreed subset of AUTOSAR requirements Upstream requirements: RS_Main_00120 ⌈ Description: Acceptance tests shall cover a commonly agreed subset of AUTOSAR requirements.
AUTOSAR_RS_Main.pdf,Use Case: Specification and implementation effort focussed on the features or test cases with the highest market needs ⌋ [RS_Main_00490] AUTOSAR processes shall be compliant to ISO26262 Upstream requirements: RS_Main_00030 ⌈ Description: To develop safety related automotive systems all processes applied need to follow the corresponding requirements given in ISO26262.Accordingly the applicable process related requirements of ISO26262 have to be fulfilled by AUTOSAR processes.
AUTOSAR_RS_Main.pdf,Rationale: AUTOSAR shall support the development of systems according to the highest ASIL.
AUTOSAR_RS_Main.pdf,"AppliesTo: FO Use Case: Development of safety related automotive systems, e.g. to achieve high availability and fail-operational systems for highly automated driving Supporting Material: ISO26262 ⌋ [RS_Main_00512] AUTOSAR shall support time synchronization Upstream requirements: RS_PO_00005, RS_PO_00009 ⌈ Description: The AUTOSAR platforms shall support a time synchronization of ECUs with multiple timebases over automotive communication busses."
AUTOSAR_RS_Main.pdf,"Main Requirements AUTOSAR FO R24-11 [RS_Main_00285] AUTOSAR shall support protocols for Intelligent Transporta- tion Systems Upstream requirements: RS_PO_00003, RS_PO_00004, RS_PO_00005, RS_PO_00009, RS_- PO_00010 ⌈ Description: AUTOSAR communication shall support geo-networking, transport protocols and facility protocols for Vehicle-2-X applications as defined by ETSI Rationale: Geo-networking (GN) and the basic transport protocol (BTP) are essential components of a V2X stack."
